iter	RMSE
497	0.5158000789
498	0.5149901417
499	0.5142296048
500	0.5140731685
501	0.5136386125
502	0.5128524706
503	0.5127852683
504	0.5127125981
505	0.511791435
506	0.5114932236
507	0.5109517124
508	0.510793838
509	0.5106717005
510	0.5098995877
511	0.5098454218
512	0.5096956377
513	0.5092461173
514	0.5087804936
515	0.5081555385
516	0.5072257332
517	0.5071915799
518	0.506777198
519	0.5058366918
520	0.5053039535
521	0.5044031371
522	0.5036296759
523	0.5030626815
524	0.5018622375
525	0.5014618991
526	0.5009546229
527	0.500312743
528	0.4998843631
529	0.4994084495
530	0.4988230267
531	0.498093313
532	0.497743911
533	0.4975154118
534	0.496647137
535	0.4962766762
536	0.496127054
537	0.4955056575
538	0.4948801887
539	0.4942773548
540	0.4932267015
541	0.4929395367
542	0.4926186439
543	0.4924060833
544	0.491790021
545	0.4916652189
546	0.4915926248
547	0.4914367752
548	0.4905986214
549	0.4900685391
550	0.4898813484
551	0.4893981967
552	0.4891551668
553	0.4887305541
554	0.4884724121
555	0.4879517132
556	0.4873517667
557	0.4867636181
558	0.4867277705
559	0.4865103988
560	0.4860410752
561	0.485880248
562	0.4857690096
563	0.4852496909
564	0.4850983451
565	0.4847138711
566	0.4839734574
567	0.483447444
568	0.4829931275
569	0.4828921986
570	0.4825145153
571	0.4818403317
572	0.4811795394
573	0.4811316035
574	0.4809014344
575	0.4808542816
576	0.4804800942
577	0.4801085222
578	0.4797131178
579	0.4791924592
580	0.4791506117
581	0.4789498772
582	0.4784572874
583	0.4783490184
584	0.477784269
585	0.4770529661
586	0.476909848
587	0.4766928031
588	0.4760112111
589	0.4757457755
590	0.4753578737
591	0.4751552076
592	0.474465351
593	0.4740017443
594	0.473856739
595	0.4733167772
596	0.4726431399
597	0.4719945579
598	0.4719192201
599	0.4714495371
600	0.4704869037
601	0.4703877198
602	0.4703293788
603	0.4700212689
604	0.4693746898
605	0.4687404842
606	0.468073385
607	0.4674060607
608	0.4672442843
609	0.4666871424
610	0.466222127
611	0.4658839625
612	0.4656159472
613	0.4655762291
614	0.4654278557
615	0.4653004899
616	0.4652472387
617	0.4650945753
618	0.4648160717
619	0.4646023314
620	0.4641321241
621	0.4639351456
622	0.4627714413
623	0.4625691314
624	0.4619224751
625	0.4616675067
626	0.4611368674
627	0.461057776
628	0.4601644127
629	0.4599547092
630	0.459325106
631	0.459294294
632	0.459104799
633	0.4589188055
634	0.4582932764
635	0.4582243503
636	0.4576364771
637	0.4574344465
638	0.4573021161
639	0.45721363
640	0.4570930745
641	0.456913351
642	0.4566784435
643	0.4561766897
644	0.4556973987
645	0.4555224465
646	0.4553276779
647	0.4547716182
648	0.4546525151
649	0.4540214031
650	0.4539063481
651	0.4536148552
652	0.4535533919
653	0.4533959573
654	0.4529601385
655	0.4528814574
656	0.4525046685
657	0.4524724886
658	0.4519588096
659	0.4514961088
660	0.4509250825
661	0.4505438719
662	0.4504624282
663	0.4502415606
664	0.4501900763
665	0.4496011192
666	0.4491753422
667	0.4487664792
668	0.4485505559
669	0.4483659852
670	0.4481581414
671	0.447835199
672	0.4475623465
673	0.4468629153
674	0.4462884698
675	0.4457521848
676	0.4456041511
677	0.4449871941
678	0.4447334994
679	0.4444532415
680	0.4442448276
681	0.443903269
682	0.4438551528
683	0.4431377811
684	0.4430440291
685	0.4428363266
686	0.4428052484
687	0.442275447
688	0.4421815725
689	0.4418203029
690	0.4412132769
691	0.4406624672
692	0.4406439842
693	0.4396828278
694	0.4395239637
695	0.4392427383
696	0.4392150938
697	0.438743102
698	0.4385491285
699	0.4379877345
700	0.437475147
701	0.4373406661
702	0.4372160176
703	0.436378193
704	0.4358810069
705	0.4357259938
706	0.4356617911
707	0.4355111853
708	0.4349763447
709	0.4347866144
710	0.434735947
711	0.434693088
712	0.4341935718
713	0.434170306
714	0.434055572
715	0.4337685384
716	0.4335411401
717	0.4333190798
718	0.4328543311
719	0.4326557908
720	0.4320720867
721	0.4320152099
722	0.4318414506
723	0.4318114899
724	0.4314417927
725	0.4312487899
726	0.4312245509
727	0.4310148408
728	0.4305248005
729	0.4303091764
730	0.4298995199
731	0.4295300263
732	0.4291799564
733	0.4286970272
734	0.428595804
735	0.4284684195
736	0.4281816907
737	0.4278288256
738	0.4276239803
739	0.4270979377
740	0.4265916661
741	0.4256701073
742	0.4252859706
743	0.4249975291
744	0.4248778515
745	0.4244721927
746	0.4243448989
747	0.4243165103
748	0.423793463
749	0.4234791863
750	0.4233146453
751	0.4231907594
752	0.4230689342
753	0.4229728871
754	0.4224478811
755	0.4219776217
756	0.4216042806
757	0.4215734528
758	0.4214505571
759	0.4209442302
760	0.420786106
761	0.4204109766
762	0.4199162846
763	0.4196743246
764	0.4194709458
765	0.4194415844
766	0.4190949895
767	0.4186830371
768	0.4185831463
769	0.4182136849
770	0.4180912721
771	0.4176425048
772	0.4176225338
773	0.4174870425
774	0.4170804384
775	0.4169246468
776	0.4163748772
777	0.4161322855
778	0.4155617384
779	0.415035982
780	0.414645632
781	0.4139988852
782	0.4137203506
783	0.4133145455
784	0.4129116769
785	0.4128605738
786	0.4126113066
787	0.4122761762
788	0.4122199999
789	0.4120141095
790	0.4118954142
791	0.4114041534
792	0.411175679
793	0.4108242186
794	0.4106497194
795	0.4106089335
796	0.4104303698
797	0.4095098146
798	0.4093442934
799	0.4089144116
800	0.4086237128
801	0.4083481823
802	0.4082093546
803	0.4079821626
804	0.4075975351
805	0.4070450275
806	0.4067626168
807	0.4064980165
808	0.4061997938
809	0.4060853478
810	0.4059329607
811	0.405834109
812	0.4055918704
813	0.4053587999
814	0.4052137541
815	0.4049742322
816	0.4047095069
817	0.4043333207
818	0.4039018812
819	0.4037902455
820	0.4035887558
821	0.4034674899
822	0.4033442687
823	0.4029601008
824	0.4029366014
825	0.4027408604
826	0.4025054367
827	0.4023342953
828	0.4018465415
829	0.4017997232
830	0.4015577905
831	0.4013426388
832	0.4011508051
833	0.4008851457
834	0.4004803815
835	0.4003715546
836	0.3999722101
837	0.399783767
838	0.3995979702
839	0.3991508094
840	0.3989346496
841	0.3986779392
842	0.3980620206
843	0.3980319606
844	0.3976690014
845	0.3971203461
846	0.3969238774
847	0.3967310419
848	0.3965267754
849	0.3962185051
850	0.3960604951
851	0.3960013851
852	0.3958420528
853	0.3957440056
854	0.3956446423
855	0.3951544272
856	0.3945009505
857	0.393923413
858	0.393891235
859	0.3938308653
860	0.3937912795
861	0.3936729019
862	0.3932535823
863	0.3929597368
864	0.3927637609
865	0.3924634021
866	0.392439114
867	0.3916572699
868	0.3911848616
869	0.3911455085
870	0.3904402085
871	0.3903280754
872	0.3900305811
873	0.3896743038
874	0.3893966883
875	0.3890479491
876	0.3889377016
877	0.3889083079
878	0.388552489
879	0.3883705332
880	0.388008725
881	0.3876384795
882	0.3874963876
883	0.3873392658
884	0.3868984531
885	0.3868588033
886	0.3867038785
887	0.3865352676
888	0.3864092939
889	0.3861750757
890	0.38594165
891	0.3858862416
892	0.3856102319
893	0.3850921131
894	0.3849882832
895	0.3849536011
896	0.3843566064
897	0.384128885
898	0.3840077162
899	0.3838712705
900	0.3838210258
901	0.3836430243
902	0.3830495267
903	0.3830037846
904	0.3828301788
905	0.3827058058
906	0.3825499367
907	0.3825270854
908	0.3821652721
909	0.3820725504
910	0.3816778082
911	0.3813074558
912	0.3810738057
913	0.3804816081
914	0.3801196079
915	0.3798741347
916	0.3796033975
917	0.379373461
918	0.3790863596
919	0.3788475884
920	0.3781750517
921	0.377800417
922	0.3774648328
923	0.3773420147
924	0.3770716158
925	0.3769187152
926	0.376782982
927	0.3767375107
928	0.3764309458
929	0.3761708226
930	0.3759845155
931	0.3757365577
932	0.3754347734
933	0.3751058285
934	0.3748144697
935	0.3744117619
936	0.3740305115
937	0.3738270706
938	0.3737843757
939	0.3733268586
940	0.3731267423
941	0.3729420152
942	0.3726513333
943	0.3722583816
944	0.3719319506
945	0.3717794396
946	0.3714853967
947	0.3713096406
948	0.3712115376
949	0.3711314878
950	0.3708708302
951	0.370452811
952	0.3701580218
953	0.3699339076
954	0.3697690972
955	0.3692610805
956	0.3690210872
957	0.3686020032
958	0.3681220445
959	0.3680861886
960	0.3677896501
961	0.3677067007
962	0.3676173309
963	0.3674165208
964	0.3672994333
965	0.3670691186
966	0.3668161046
967	0.3666360073
968	0.3664724359
969	0.366392711
970	0.3663634041
971	0.3662650542
972	0.366041291
973	0.3654918618
974	0.365350207
975	0.3650245407
976	0.3647941726
977	0.3647556509
978	0.364445499
979	0.3643664858
980	0.364028351
981	0.3639368943
982	0.363550519
983	0.3635353729
984	0.3633518043
985	0.3632963039
986	0.3628431343
987	0.3624035683
988	0.3622360708
989	0.3621236966
990	0.3621085667
991	0.361477541
992	0.361452096
993	0.3612076256
994	0.361170325
995	0.3611269888
996	0.3606950201
997	0.3606682837
998	0.3601856498
999	0.3601043136
